"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","31QTRG6Q2UXY09GO7IZEXHKQ5IFYPE","A16DKMSXU54ZML","Approved","Thu Mar 05 07:45:10 PST 2015","Thu Mar 05 07:45:15 PST 2015","Sun Mar 08 08:45:15 PDT 2015","Thu Mar 05 11:57:27 PST 2015","","","5","100% (2/2)","100% (2/2)","0% (0/0)","Z6PC2QBA"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3OVHNO1VE7LPG2N3YVA2BUC3XTGDZ6","A16EB9CC8UW6MH","Approved","Thu Mar 05 06:52:30 PST 2015","Thu Mar 05 06:58:23 PST 2015","Sun Mar 08 07:58:23 PDT 2015","Thu Mar 05 11:57:30 PST 2015","","","353","100% (4/4)","100% (4/4)","0% (0/0)","ERAXPQ3O"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","336YQZE83WYUDI9R402P5GS25815MA","A16OJ8YCQ9LBCV","Approved","Thu Mar 05 07:14:06 PST 2015","Thu Mar 05 07:19:52 PST 2015","Sun Mar 08 08:19:52 PDT 2015","Thu Mar 05 11:57:27 PST 2015","","","346","100% (1/1)","100% (1/1)","0% (0/0)","651LUOQV"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","352YTHGROWXQPL4GZY328JESOQ74HV","A1AW0TC4NL5XAR","Approved","Thu Mar 05 07:52:27 PST 2015","Thu Mar 05 07:56:42 PST 2015","Sun Mar 08 08:56:42 PDT 2015","Thu Mar 05 11:57:28 PST 2015","","","255","100% (4/4)","100% (4/4)","0% (0/0)","VJW7RPWG"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3MYYFCXHJ4RCPP95FSLKNJ2R9QU4GW","A1BPHW0KCTG34P","Approved","Thu Mar 05 07:52:26 PST 2015","Thu Mar 05 08:03:28 PST 2015","Sun Mar 08 09:03:28 PDT 2015","Thu Mar 05 11:57:30 PST 2015","","","662","100% (1/1)","100% (1/1)","0% (0/0)","7AFZHK3D"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3LRKMWOKB612DSPN16QLFBLZ02S2ZN","A1F4VGEB46TA4Y","Approved","Thu Mar 05 07:14:13 PST 2015","Thu Mar 05 07:16:16 PST 2015","Sun Mar 08 08:16:16 PDT 2015","Thu Mar 05 11:57:30 PST 2015","","","123","100% (2/2)","100% (2/2)","0% (0/0)","DSEU7SUD"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3QY7M81QH86EAYN77H46ONEU791K7Z","A1JV64BL3WCK0G","Approved","Thu Mar 05 07:51:44 PST 2015","Thu Mar 05 08:01:11 PST 2015","Sun Mar 08 09:01:11 PDT 2015","Thu Mar 05 11:57:30 PST 2015","","","567","100% (1/1)","100% (1/1)","0% (0/0)","4QLNUSD7"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3YZ8UPK3VU6YPBNFSCGJAWF6ABPCUG","A1K9KCAU48F9YV","Approved","Thu Mar 05 07:27:20 PST 2015","Thu Mar 05 07:33:55 PST 2015","Sun Mar 08 08:33:55 PDT 2015","Thu Mar 05 11:57:32 PST 2015","","","395","100% (1/1)","100% (1/1)","0% (0/0)","1NNGXA4U"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3VSOLARPKCTCSJ3T18ARLXOYRD339J","A1M96G8JUX6AEK","Approved","Thu Mar 05 07:24:16 PST 2015","Thu Mar 05 07:28:16 PST 2015","Sun Mar 08 08:28:16 PDT 2015","Thu Mar 05 11:57:31 PST 2015","","","240","100% (1/1)","100% (1/1)","0% (0/0)","MYR394F4"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3YW4XOSQKR5E28DHCFRZT0WF6EZ1UG","A1NDI6AM868EB","Approved","Thu Mar 05 07:51:32 PST 2015","Thu Mar 05 07:55:25 PST 2015","Sun Mar 08 08:55:25 PDT 2015","Thu Mar 05 11:57:31 PST 2015","","","233","100% (4/4)","100% (4/4)","0% (0/0)","ULCO2SN5"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","35GCEFQ6I68RYAL6564QYLQR6GS3ZZ","A1P051TK76QAXB","Approved","Thu Mar 05 07:43:51 PST 2015","Thu Mar 05 07:48:14 PST 2015","Sun Mar 08 08:48:14 PDT 2015","Thu Mar 05 11:57:28 PST 2015","","","263","100% (4/4)","100% (4/4)","0% (0/0)","YI8XD0OR"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3A4TN5196L2TKPHVSD9KRHQGG3OHCL","A1TLNLB9D87H6","Approved","Thu Mar 05 07:55:02 PST 2015","Thu Mar 05 08:00:41 PST 2015","Sun Mar 08 09:00:41 PDT 2015","Thu Mar 05 11:57:29 PST 2015","","","339","100% (1/1)","100% (1/1)","0% (0/0)","KF9EKDR9"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","36PW28KO40GT70TVIY5N0J3FOKAEAZ","A1YRJS6F2UNM3O","Approved","Thu Mar 05 07:01:07 PST 2015","Thu Mar 05 07:04:01 PST 2015","Sun Mar 08 08:04:01 PDT 2015","Thu Mar 05 11:57:28 PST 2015","","","174","100% (1/1)","100% (1/1)","0% (0/0)","9H5LC98D"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3H7XDTSHKDBOYRSPPYR3IBLITJSWG9","A2AMPCDCKPNRV9","Approved","Thu Mar 05 08:00:30 PST 2015","Thu Mar 05 08:11:11 PST 2015","Sun Mar 08 09:11:11 PDT 2015","Thu Mar 05 11:57:29 PST 2015","","","641","100% (6/6)","100% (6/6)","0% (0/0)","NWN1G51W"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3K772S5NP9V8HN19O4FFH5QJ1F1HEE","A2AZMTZISHIX2C","Approved","Thu Mar 05 07:55:32 PST 2015","Thu Mar 05 07:58:08 PST 2015","Sun Mar 08 08:58:08 PDT 2015","Thu Mar 05 11:57:30 PST 2015","","","156","100% (4/4)","100% (4/4)","0% (0/0)","Q6KB2SW3"
"3FJ2RVH25ZQLLHAH76RKD4NM4SD29H","3SICSBU6ZZ5I7LVT30PJ1LNGPJI0PO","Word labeling tasks","We are researchers attempting to measure how people make sense of words extracted from newspaper articles.  Participants of the study are required to be at least 18 years old.","word labeling task","$0.30","Thu Mar 05 06:38:47 PST 2015","30","BatchId:1845729;","1200","259200","Thu Mar 12 07:38:47 PDT 2015","","","3R08VXYT7DF55YHOWVN9CY8PUG97WH","A2BXJ69ECQZVSS","Approved","Thu Mar 05 07:28:52 PST 2015","Thu Mar 05 07:38:46 PST 2015","Sun Mar 08 08:38:46 PDT 2015","Thu Mar 05 11:57:31 PST 2015","","","594","100% (1/1)","100% (1/1)","0% (0/0)","9N0AG0GJ"
